ligand_comp_id,ccd_source_relative_path,ccd_source_sha256,parent_ccd_atom_id_1,parent_ccd_atom_id_2,source_value_order,source_aromatic_flag,normalized_bond_order,component_parent_graph_sha256,authority_class,verified
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C24,C25,DOUB,Y,aromatic,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C24,C29,SING,Y,aromatic,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C25,C26,SING,Y,aromatic,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C26,C27,DOUB,Y,aromatic,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C27,C28,SING,Y,aromatic,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C27,C30,SING,N,single,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C28,C29,DOUB,Y,aromatic,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C3,C4,DOUB,Y,aromatic,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C30,O31,SING,N,single,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C32,N43,SING,N,single,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C32,O31,SING,N,single,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C32,O33,DOUB,N,double,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C34,C35,SING,N,single,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C34,C39,SING,N,single,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C34,N43,SING,N,single,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C35,C36,SING,N,single,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C36,C37,SING,N,single,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C36,C38,SING,N,single,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C39,N41,SING,N,single,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C39,O40,DOUB,N,double,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C4,C5,SING,Y,aromatic,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C4,C7,SING,N,single,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C42,N41,SING,N,single,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C5,C6,DOUB,Y,aromatic,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C7,O8,SING,N,single,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C9,N20,SING,N,single,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C9,O10,DOUB,N,double,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
PCM,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/PCM.cif,918e4b6802cbb3f0506069708ba1a1e132acf2a432b13eb47c3ffc558c688615,C9,O8,SING,N,single,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C1,C2,DOUB,Y,aromatic,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C1,C6,SING,Y,aromatic,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C12,C13,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C12,C19,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C12,N11,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C13,N14,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C15,C18,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C15,N14,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C16,C17,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C16,N14,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C17,C18,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C17,O42,DOUB,N,double,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C18,N23,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C19,C20,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C2,C3,SING,Y,aromatic,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C20,C21,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C20,C22,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C24,C26,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C24,N23,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C24,O25,DOUB,N,double,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C26,C27,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C26,N31,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C27,C28,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C28,C29,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C28,C30,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C3,C4,DOUB,Y,aromatic,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C3,C7,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C32,N31,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C32,O33,DOUB,N,double,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C32,O34,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C35,C36,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C35,O34,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C36,C37,DOUB,Y,aromatic,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C36,C41,SING,Y,aromatic,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C37,C38,SING,Y,aromatic,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C38,N39,DOUB,Y,aromatic,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C4,C5,SING,Y,aromatic,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C40,C41,DOUB,Y,aromatic,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C40,N39,SING,Y,aromatic,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C5,C6,DOUB,Y,aromatic,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C7,O8,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C9,N11,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C9,O10,DOUB,N,double,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INP,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INP.cif,6920bb2d10b14468725cb487880fbdeed01f393bfd58812804e3f045ea10f345,C9,O8,SING,N,single,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C1,C2,DOUB,Y,aromatic,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C1,C6,SING,Y,aromatic,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C11,C12,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C11,C16,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C11,N20,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C12,C13,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C13,C14,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C13,C15,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C16,N18,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C16,O17,DOUB,N,double,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C2,C3,SING,Y,aromatic,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C21,N19,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C21,N41,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C21,O22,DOUB,N,double,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C23,C24,DOUB,Y,aromatic,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C23,C28,SING,Y,aromatic,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C24,C25,SING,Y,aromatic,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
