sample_id,output_sdf_path,source_ligand_sdf_path,bond_endpoint_a,bond_endpoint_b,old_bond_type,new_bond_type,action_applied,safety_decision,touched_unresolved_boundary,coordinate_hash_before,coordinate_hash_after,coordinate_hash_same,raw_sdf_hash_before,raw_sdf_hash_after,raw_sdf_hash_same,rationale
KRAS_G12C_5F2E,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_5F2E_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_5F2E_5UT.sdf,13,14,single,single,blocked,blocked,false,9b87ab3e820184e274bb435243ff69672e2fcac8619df32741299cac7e8166fd,9b87ab3e820184e274bb435243ff69672e2fcac8619df32741299cac7e8166fd,true,dd79f2abcba4348b967cbfa103aee63bffb1497d819887a52e5976219c34aed2,dd79f2abcba4348b967cbfa103aee63bffb1497d819887a52e5976219c34aed2,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_5F2E,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_5F2E_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_5F2E_5UT.sdf,20,23,single,single,blocked,blocked,false,9b87ab3e820184e274bb435243ff69672e2fcac8619df32741299cac7e8166fd,9b87ab3e820184e274bb435243ff69672e2fcac8619df32741299cac7e8166fd,true,dd79f2abcba4348b967cbfa103aee63bffb1497d819887a52e5976219c34aed2,dd79f2abcba4348b967cbfa103aee63bffb1497d819887a52e5976219c34aed2,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_5F2E,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_5F2E_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_5F2E_5UT.sdf,21,22,single,single,blocked,blocked,false,9b87ab3e820184e274bb435243ff69672e2fcac8619df32741299cac7e8166fd,9b87ab3e820184e274bb435243ff69672e2fcac8619df32741299cac7e8166fd,true,dd79f2abcba4348b967cbfa103aee63bffb1497d819887a52e5976219c34aed2,dd79f2abcba4348b967cbfa103aee63bffb1497d819887a52e5976219c34aed2,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_5F2E,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_5F2E_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_5F2E_5UT.sdf,24,25,single,single,blocked,blocked,true,9b87ab3e820184e274bb435243ff69672e2fcac8619df32741299cac7e8166fd,9b87ab3e820184e274bb435243ff69672e2fcac8619df32741299cac7e8166fd,true,dd79f2abcba4348b967cbfa103aee63bffb1497d819887a52e5976219c34aed2,dd79f2abcba4348b967cbfa103aee63bffb1497d819887a52e5976219c34aed2,true,at least one endpoint is an unresolved linker/local boundary atom
KRAS_G12C_5F2E,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_5F2E_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_5F2E_5UT.sdf,25,26,single,single,blocked,blocked,true,9b87ab3e820184e274bb435243ff69672e2fcac8619df32741299cac7e8166fd,9b87ab3e820184e274bb435243ff69672e2fcac8619df32741299cac7e8166fd,true,dd79f2abcba4348b967cbfa103aee63bffb1497d819887a52e5976219c34aed2,dd79f2abcba4348b967cbfa103aee63bffb1497d819887a52e5976219c34aed2,true,at least one endpoint is an unresolved linker/local boundary atom
KRAS_G12C_5F2E,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_5F2E_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_5F2E_5UT.sdf,25,27,single,single,blocked,blocked,true,9b87ab3e820184e274bb435243ff69672e2fcac8619df32741299cac7e8166fd,9b87ab3e820184e274bb435243ff69672e2fcac8619df32741299cac7e8166fd,true,dd79f2abcba4348b967cbfa103aee63bffb1497d819887a52e5976219c34aed2,dd79f2abcba4348b967cbfa103aee63bffb1497d819887a52e5976219c34aed2,true,at least one endpoint is an unresolved linker/local boundary atom
KRAS_G12C_5F2E,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_5F2E_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_5F2E_5UT.sdf,27,28,single,double,transferred,eligible,false,9b87ab3e820184e274bb435243ff69672e2fcac8619df32741299cac7e8166fd,9b87ab3e820184e274bb435243ff69672e2fcac8619df32741299cac7e8166fd,true,dd79f2abcba4348b967cbfa103aee63bffb1497d819887a52e5976219c34aed2,dd79f2abcba4348b967cbfa103aee63bffb1497d819887a52e5976219c34aed2,true,bond is inside accepted warhead-only scope and reference bond type differs
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,0,1,single,single,blocked,blocked,true,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,at least one endpoint is an unresolved linker/local boundary atom
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,1,2,single,single,blocked,blocked,true,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,at least one endpoint is an unresolved linker/local boundary atom
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,1,10,single,single,blocked,blocked,true,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,at least one endpoint is an unresolved linker/local boundary atom
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,2,3,single,single,blocked,blocked,true,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,at least one endpoint is an unresolved linker/local boundary atom
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,3,4,single,single,blocked,blocked,true,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,at least one endpoint is an unresolved linker/local boundary atom
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,3,8,single,single,blocked,blocked,true,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,at least one endpoint is an unresolved linker/local boundary atom
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,4,5,single,double,transferred,eligible,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,bond is inside accepted warhead-only scope and reference bond type differs
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,4,6,single,single,kept,eligible,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,bond is inside accepted warhead-only scope and bond type already matches reference
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,6,7,single,single,kept,eligible,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,bond is inside accepted warhead-only scope and bond type already matches reference
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,8,9,single,single,blocked,blocked,true,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,at least one endpoint is an unresolved linker/local boundary atom
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,9,10,single,single,blocked,blocked,true,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,at least one endpoint is an unresolved linker/local boundary atom
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,10,11,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,11,12,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,11,28,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,12,13,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,13,14,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,13,15,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,15,16,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,15,26,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,16,17,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,16,22,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,17,18,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,17,19,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,19,20,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,20,21,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,21,22,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,22,23,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,23,24,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,23,25,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,26,27,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,26,28,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,27,32,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
KRAS_G12C_6OIM,data/derived/covalent_small/ligands_warhead_only_repaired/KRAS_G12C_6OIM_warhead_only_repaired_trial.sdf,data/raw/covalent_small/ligands/KRAS_G12C_6OIM_MOV.sdf,28,29,single,single,blocked,blocked,false,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,4ec2fa24be8fde9f317414f0e6ba71b161fdc3bf23fdf60cd8127ab27fa7a0ce,true,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,e4945bc905e7200d9d1d3cc9f0ecc7c4b85e56c9ab612f3efb4062b426c6d5af,true,one or both endpoints are not accepted warhead atoms
